"","m","impact.wave1","events.wave1","ee_concerns.wave1","country","impact.wave2","energy_price","percent_energy","gas_price","percent_gas","ee_concerns.wave2","events.wave2","n","ee_concerns.diff","impact.diff"
"336",229409893551197,2,48,5,"Germany",5,3,NA,4,20,5,20214822,1,0,-3
"337",229409893551200,3,34,6,"Germany",2,2,8,2,8,3,34822,1,3,1
"338",229409893552235,3,48,4,"Germany",3,2,20,2,30,3,204,1,1,0
"339",229409893552237,3,11,5,"Germany",3,4,10,4,10,4,11,1,1,0
"340",229409893553280,4,11,4,"Germany",3,2,30,2,25,4,320214,1,0,1
"341",229409893553285,4,4,4,"Germany",3,2,30,2,40,2,20214,1,2,1
"342",229409893555364,3,34,1,"Germany",3,3,NA,2,5,2,320214,1,-1,0
"343",229409893555368,3,3489,3,"Germany",4,3,NA,4,10,6,348922,1,-3,-1
"344",229409893555379,3,34,5,"Germany",3,4,25,4,13,4,32021489,1,1,0
"345",229409893556412,4,34,2,"Germany",4,3,NA,3,NA,2,11,1,0,0
"346",229409893556414,3,3489,5,"Germany",3,3,NA,4,20,4,32021489,1,1,0
"347",229409893556415,2,348,5,"Germany",3,2,10,2,15,5,48,1,0,-1
"348",229409893557466,3,18,6,"Germany",2,3,NA,3,NA,4,22,1,2,1
"349",229409893558495,3,48,4,"Germany",3,2,75,3,NA,4,2048,1,0,0
"350",229409893558497,3,489,6,"Germany",3,2,80,2,60,6,20214822,1,0,0
"351",229409893558499,1,349,6,"Germany",1,2,15,2,25,6,3202148,1,0,0
"352",229409893558502,4,348,5,"Germany",4,4,20,4,20,1,20218,1,4,0
"353",229409893559298,2,48,6,"Germany",2,2,10,4,5,6,202148,1,0,0
"354",229409893559548,3,34,4,"Germany",3,4,10,3,NA,3,3202148,1,1,0
"355",229409893560330,3,34,5,"Germany",3,2,10,2,10,6,3204822,1,-1,0
"356",229409893561373,2,34,6,"Germany",3,3,NA,2,20,6,32021422,1,0,-1
"357",229409893561381,3,34,5,"Germany",3,2,30,2,70,5,320214,1,0,0
"358",229409893562422,3,8,3,"Germany",3,4,10,4,10,1,21822,1,2,0
"359",229409893563459,3,134,4,"Germany",4,3,NA,2,20,5,11,1,-1,-1
"360",229409893563467,2,348,6,"Germany",3,3,NA,2,30,4,48,1,2,-1
"361",229409893563468,3,11,4,"Germany",3,3,NA,3,NA,4,11,1,0,0
"362",229409893565555,3,1348,5,"Germany",3,3,NA,3,NA,5,13214822,1,0,0
"363",229409893566597,3,348,3,"Germany",3,2,25,2,40,3,13214822,1,0,0
"364",229409893567644,4,3456,5,"Germany",3,2,20,2,15,5,3422,1,0,1
"365",229409893567654,3,4,1,"Germany",3,2,20,2,15,4,4,1,-3,0
"366",229409893568680,4,4,3,"Germany",4,2,20,2,25,2,4,1,1,0
"367",229409893568695,3,348,6,"Germany",3,2,30,2,60,4,2148922,1,2,0
"368",229409893569726,3,89,3,"Germany",3,2,25,2,25,3,34,1,0,0
"369",229409893570762,4,348,5,"Germany",4,2,25,2,30,4,21,1,1,0
"370",229409893570768,1,34,6,"Germany",1,2,50,2,50,6,134,1,0,0
"371",229409893571809,4,38,4,"Germany",4,3,NA,3,NA,4,21,1,0,0
"372",229409893572842,2,4,1,"Germany",2,2,60,2,60,1,2021422,1,0,0
"373",229409893572855,4,348,5,"Germany",3,2,20,2,15,5,320214822,1,0,1
"374",229409893573634,4,11,5,"Germany",3,2,40,2,40,5,34,1,0,1
"375",229409893573885,1,11,6,"Germany",1,2,20,2,10,6,422,1,0,0
"376",229409893573887,3,8,5,"Germany",3,2,30,2,30,6,4,1,-1,0
"377",229409893574672,3,348,6,"Germany",3,2,100,2,100,6,3204822,1,0,0
"378",229409893574678,2,348,6,"Germany",2,2,50,2,50,5,32148,1,1,0
"379",229409893574681,2,349,6,"Germany",1,4,20,4,30,6,3202148,1,0,1
"380",229409893574684,3,38,3,"Germany",3,2,25,3,NA,3,202148,1,0,0
"381",229409893576768,3,4,4,"Germany",3,3,NA,4,50,2,4,1,2,0
"382",229409893578856,2,34,5,"Germany",2,2,15,2,20,4,320489,1,1,0
"383",229409893579886,3,3489,5,"Germany",3,3,NA,3,NA,5,34822,1,0,0
"384",229409893579895,3,349,6,"Germany",3,4,30,4,20,6,320214822,1,0,0
"385",229409893580933,4,48,4,"Germany",3,2,5,3,NA,2,22,1,2,1
"386",229409893580943,2,34,4,"Germany",3,2,50,2,35,5,320214,1,-1,-1
"387",229409893581988,3,49,5,"Germany",3,2,100,2,80,5,2048922,1,0,0
"388",229409893583024,3,3489,4,"Germany",3,3,NA,3,NA,3,320214822,1,1,0
"389",229409893584066,3,48,5,"Germany",3,3,NA,3,NA,4,4822,1,1,0
"390",229409893585116,2,34,5,"Germany",3,2,25,2,40,4,208922,1,1,-1
"391",229409893587194,4,34,4,"Germany",4,2,100,2,100,6,32148,1,-2,0
"392",229409893587973,3,4,4,"Germany",3,2,50,2,50,5,4,1,-1,0
"393",229409893587987,3,8,3,"Germany",4,2,7,3,NA,4,11,1,-1,-1
"394",229409893589020,2,489,6,"Germany",2,2,5,2,10,6,202148922,1,0,0
"395",229409893589023,3,48,6,"Germany",3,3,NA,3,NA,4,3214892210,1,2,0
"396",229409893589029,3,11,5,"Germany",3,2,10,2,15,4,11,1,1,0
"397",229409893590069,3,489,4,"Germany",3,2,15,3,NA,3,2148922,1,1,0
"398",229409893592158,3,4,5,"Germany",3,3,NA,4,10,6,48,1,-1,0
"399",229409893597348,2,348,6,"Germany",2,2,30,2,20,5,4822,1,1,0
"400",229409893598399,2,3489,5,"Germany",2,4,30,4,40,4,3214822,1,1,0
"401",229409893599427,6,5,1,"Germany",6,3,NA,2,20,6,6,1,-5,0
"402",229409893600486,3,34,5,"Germany",3,3,NA,4,15,5,320214822,1,0,0
"403",229409893601517,1,134,5,"Germany",1,2,100,2,100,6,14,1,-1,0
"404",229409893603348,2,48,6,"Germany",3,3,NA,3,NA,6,48,1,0,-1
"405",229409893605426,2,8,6,"Germany",3,3,NA,2,5,5,8,1,1,-1
"406",229409893610648,3,4,4,"Germany",3,2,15,2,30,4,20422,1,0,0
"407",229409893611678,3,4,4,"Germany",3,2,15,2,15,4,3204,1,0,0
"408",229409893611680,2,138,5,"Germany",3,3,NA,3,NA,5,34822,1,0,-1
"409",229409893614809,3,348,4,"Germany",3,2,50,2,100,3,32048,1,1,0
"410",229409893614812,2,468,5,"Germany",3,3,NA,3,NA,4,48,1,1,-1
"411",229409893614815,5,3,3,"Germany",3,2,10,2,20,5,3,1,-2,2
"412",229409893616893,2,48,6,"Germany",2,2,50,2,70,5,1348,1,1,0
"413",229409893616894,2,34568910,4,"Germany",3,2,50,3,NA,5,2048922,1,-1,-1
"414",229409893617680,3,348,5,"Germany",3,2,5,3,NA,4,3214822,1,1,0
"415",229409893618721,1,34,6,"Germany",1,2,10,2,20,6,2021,1,0,0
"416",229409893622879,2,4,6,"Germany",3,2,25,4,100,6,20214,1,0,-1
"417",229409893633038,3,11,5,"Germany",3,3,NA,3,NA,4,4822,1,1,0
"418",229409893634086,3,4,5,"Germany",3,2,20,3,NA,6,4,1,-1,0
"419",229409893636180,4,4,2,"Germany",2,2,15,2,20,5,20468,1,-3,2
"420",229409893637217,2,1348,6,"Germany",2,2,30,2,80,5,3202148,1,1,0
"421",229409893639303,2,34,5,"Germany",3,2,50,2,50,4,3922,1,1,-1
"422",229409893640352,2,8,6,"Germany",2,2,15,2,20,5,34,1,1,0
"423",229410206607464,4,48,4,"Switzerland",2,2,50,3,NA,5,4,1,-1,2
"424",229410206609516,3,48,3,"Switzerland",4,2,15,2,15,4,49,1,-1,-1
"425",229410206617741,3,48,5,"Switzerland",2,2,12,2,12,5,4,1,0,1
"426",229410206629043,3,11,1,"Switzerland",4,2,5,3,NA,4,8,1,-3,-1
"427",229410206632128,3,4,4,"Switzerland",4,2,10,2,10,4,22,1,0,-1
"428",229410206636238,3,34,3,"Switzerland",2,4,50,4,50,5,34,1,-2,1
"429",229410206643426,3,89,4,"Switzerland",4,3,NA,3,NA,4,8922,1,0,-1
"430",229410206658574,4,3,4,"Switzerland",4,2,10,2,30,3,3,1,1,0
"431",229410206661654,3,11,2,"Switzerland",3,2,25,2,15,4,8,1,-2,0
"432",229410206664732,3,348,4,"Switzerland",3,2,20,2,30,5,4822,1,-1,0
"433",229410206693467,3,489,5,"Switzerland",3,3,NA,3,NA,5,89,1,0,0
"434",229410206696544,3,8,4,"Switzerland",3,2,12,2,10,6,489,1,-2,0
"435",229410206775296,4,38,2,"Switzerland",4,2,10,2,5,2,34822,1,0,0
"436",229410206780427,2,48,5,"Switzerland",2,3,NA,3,NA,5,8,1,0,0
"437",229410206789674,2,348,4,"Switzerland",3,2,40,2,20,4,348,1,0,-1
"438",229410206798905,3,34568,2,"Switzerland",3,2,20,2,20,4,356822,1,-2,0
"439",229410206856398,3,8,3,"Switzerland",4,2,20,2,50,3,8,1,0,-1
"440",229410206863586,1,11,6,"Switzerland",3,2,2,2,5,6,11,1,0,-2
"441",229410206924938,4,3,2,"Switzerland",4,3,NA,2,5,2,11,1,0,0
"442",229410206981135,3,34,5,"Switzerland",3,2,20,3,NA,6,8,1,-1,0
"443",229410207067333,3,11,6,"Switzerland",3,2,20,2,10,5,48,1,1,0
"444",229410207199454,3,346,4,"Switzerland",3,2,40,2,30,3,49,1,1,0
"445",229410207207669,4,34,4,"Switzerland",4,2,100,2,70,5,34922,1,-1,0
"446",229410207311898,3,348,2,"Switzerland",3,3,NA,3,NA,3,348,1,-1,0
"447",229410207337591,3,48,3,"Switzerland",3,2,10,3,NA,5,34822,1,-2,0
"448",229410207341703,3,348,3,"Switzerland",3,2,10,4,5,3,348,1,0,0
"449",229410207373567,3,48,3,"Switzerland",4,2,20,4,5,2,48,1,1,-1
"450",229410207386675,3,345689,6,"Switzerland",2,2,50,2,100,4,345,1,2,1
"451",229410207404169,3,456,4,"Switzerland",4,2,20,2,25,4,34,1,0,-1
"452",229410207421640,3,38,3,"Switzerland",3,3,NA,2,10,2,38,1,1,0
"453",229677069753462,4,4,2,"Germany",3,3,NA,4,10,2,2048,1,0,1
"454",229677069754505,3,4,2,"Germany",3,3,NA,4,5,1,20422,1,1,0
"455",229677069754513,3,3,4,"Germany",3,4,10,2,10,4,2021,1,0,0
"456",229677069754519,3,3489,4,"Germany",3,4,20,4,50,2,3202148922,1,2,0
"457",229677069755544,3,348,5,"Germany",2,2,80,2,60,5,2021489,1,0,1
"458",229677069755550,3,3456,5,"Germany",3,2,20,2,20,4,320482210,1,1,0
"459",229677069755553,3,8,4,"Germany",3,3,NA,3,NA,4,822,1,0,0
"460",229677069755561,3,48,6,"Germany",2,4,5,4,5,3,204822,1,3,1
"461",229677069756589,3,348,4,"Germany",3,3,NA,3,NA,4,38922,1,0,0
"462",229677069756595,5,4,6,"Germany",2,2,50,2,100,6,204,1,0,3
"463",229677069756609,4,489,5,"Germany",3,2,25,2,20,6,422,1,-1,1
"464",229677069757642,4,34,3,"Germany",3,2,15,2,20,5,32148,1,-2,1
"465",229677069757645,3,48,5,"Germany",3,2,30,2,100,6,214,1,-1,0
"466",229677069757653,3,4,5,"Germany",3,2,45,2,35,4,20214822,1,1,0
"467",229677069760763,2,348,5,"Germany",3,2,10,2,10,6,1204822,1,-1,-1
"468",229677069762575,2,48,6,"Germany",1,2,10,3,NA,6,2048,1,0,1
"469",229677069763602,3,38,5,"Germany",3,3,NA,4,15,5,38922,1,0,0
"470",229677069763603,3,48,5,"Germany",3,2,20,2,10,4,214,1,1,0
"471",229677069768795,3,48,3,"Germany",4,2,20,4,10,3,20422,1,0,-1
"472",229677069770882,3,349,6,"Germany",3,2,25,3,NA,5,320218922,1,1,0
"473",229677069770890,3,4,6,"Germany",4,2,10,2,30,6,204,1,0,-1
"474",229677069772955,3,8,3,"Germany",4,2,20,2,30,5,8,1,-2,-1
"475",229677069772958,2,3489,6,"Germany",2,3,NA,4,8,6,202148922,1,0,0
"476",229677069775045,2,34,5,"Germany",3,2,50,2,50,3,3202148,1,2,-1
"477",229677069777112,3,348,6,"Germany",3,2,3,2,3,5,2202122,1,1,0
"478",229677069777128,2,34,6,"Germany",4,4,20,2,20,6,320214,1,0,-2
"479",229677069779187,3,4,5,"Germany",3,2,25,3,NA,5,204,1,0,0
"480",229677069783098,3,348,6,"Germany",2,4,33,4,50,6,8922,1,0,1
"481",229677069783101,3,349,5,"Germany",3,2,40,2,80,4,3214822,1,1,0
"482",229677069786216,3,3,3,"Germany",3,3,NA,3,NA,4,3202148,1,-1,0
"483",229677069787271,3,4,3,"Germany",3,2,20,4,50,5,32048,1,-2,0
"484",229677069789327,3,348,6,"Germany",3,3,NA,2,70,3,3202148922,1,3,0
"485",229677069796587,2,1489,6,"Germany",2,2,25,2,35,4,3202148922,1,2,0
"486",229677069801542,3,4,5,"Germany",3,3,NA,4,20,5,2048,1,0,0
"487",229677069801550,5,489,6,"Germany",2,2,6,2,4,5,3202148,1,1,3
"488",229677069804668,2,349,5,"Germany",2,3,NA,2,5,5,2149,1,0,0
"489",229677069834245,3,48,6,"Germany",2,4,20,4,10,6,22,1,0,1
"490",229678093098051,3,4,5,"Switzerland",3,2,100,2,45,5,34,1,0,0
"491",229678093101130,2,4,4,"Switzerland",3,2,10,3,NA,2,4822,1,2,-1
"492",229678093101134,3,8,3,"Switzerland",5,3,NA,2,20,2,8,1,1,-2
"493",229678093102160,3,348,4,"Switzerland",3,2,15,3,NA,5,422,1,-1,0
"494",229678093105251,3,48,5,"Switzerland",3,2,20,2,20,4,4822,1,1,0
"495",229678093111417,3,8,5,"Switzerland",2,2,3,2,5,5,4822,1,0,1
"496",229678093112449,3,9,3,"Switzerland",3,2,20,2,65,3,89,1,0,0
"497",229678093115531,3,8,3,"Switzerland",3,2,5,2,5,4,4822,1,-1,0
"498",229678093130942,3,4,6,"Switzerland",2,2,100,3,NA,5,4,1,1,1
"499",229678093131973,2,48,6,"Switzerland",3,3,NA,2,5,6,822,1,0,-1
"500",229678093138135,3,1,5,"Switzerland",3,2,3,2,15,4,48,1,1,0
"501",229678093141220,3,348,4,"Switzerland",3,2,25,2,15,4,34810,1,0,0
"502",229678093154327,3,489,5,"Switzerland",3,2,7,3,NA,3,8922,1,2,0
"503",229678093158445,3,11,3,"Switzerland",4,3,NA,3,NA,4,11,1,-1,-1
"504",229678093162569,2,4,5,"Switzerland",2,2,20,2,5,5,4822,1,0,0
"505",229678093163595,1,3489,6,"Switzerland",2,4,0,2,25,6,348922,1,0,-1
"506",229678093165654,2,4,1,"Switzerland",4,3,NA,3,NA,1,22,1,0,-2
"507",229678093166682,3,134,5,"Switzerland",3,2,10,2,7,3,822,1,2,0
"508",229678093170793,3,348,3,"Switzerland",3,2,15,2,15,3,8910,1,0,0
"509",229678093184174,4,8,4,"Switzerland",4,4,5,3,NA,2,8,1,2,0
"510",229678093198559,3,34,6,"Switzerland",3,2,10,2,10,5,4822,1,1,0
"511",229678093210632,3,348,6,"Switzerland",2,2,10,2,10,6,1422,1,0,1
"512",229678093212684,3,48,4,"Switzerland",3,2,40,2,60,3,8,1,1,0
"513",229678093212685,3,3489,3,"Switzerland",3,2,30,3,NA,4,489,1,-1,0
"514",229678093228064,4,4,4,"Switzerland",4,3,NA,3,NA,3,822,1,1,0
"515",229678093236281,4,48,3,"Switzerland",3,2,13,2,6,4,4822,1,-1,1
"516",229678093243470,3,3489,5,"Switzerland",4,2,15,2,10,5,49,1,0,-1
"517",229678093252715,4,8,2,"Switzerland",4,2,5,3,NA,4,822,1,-2,0
"518",229678093260930,3,48,5,"Switzerland",3,2,5,2,8,4,4822,1,1,0
"519",229678093261955,3,468,6,"Switzerland",3,2,30,2,30,6,48922,1,0,0
"520",229678093268122,2,48,6,"Switzerland",3,2,25,2,15,6,4922,1,0,-1
"521",229678093270176,1,48,4,"Switzerland",1,2,25,2,45,6,4822,1,-2,0
"522",229678093275314,4,48,6,"Switzerland",4,2,20,3,NA,5,4822,1,1,0
"523",229678093284551,3,11,5,"Switzerland",3,3,NA,3,NA,5,11,1,0,0
"524",229678093294826,2,11,4,"Switzerland",3,2,35,2,50,5,4,1,-1,-1
"525",229678093298939,5,348,4,"Switzerland",4,2,10,2,5,5,34822,1,-1,1
"526",229678093302790,3,8,4,"Switzerland",2,2,20,2,20,5,48,1,-1,1
"527",229678093312036,2,4,3,"Switzerland",3,2,18,2,25,4,4,1,-1,-1
"528",229678093313064,3,8,4,"Switzerland",2,2,10,3,NA,6,8922,1,-2,1
"529",229678093326426,3,48,5,"Switzerland",3,3,NA,2,10,4,8,1,1,0
"530",229678093331563,3,34689,3,"Switzerland",4,2,30,2,20,5,4,1,-2,-1
"531",229678093336703,2,8,4,"Switzerland",3,3,NA,3,NA,4,11,1,0,-1
"532",229678093358306,2,11,1,"Switzerland",5,2,13,2,40,6,11,1,-5,-3
"533",229678093372428,2,348,6,"Switzerland",2,2,45,3,NA,2,348922,1,4,0
"534",229678093381676,1,11,6,"Switzerland",1,2,40,2,40,6,48,1,0,0
"535",229678093381679,2,48,5,"Switzerland",3,2,6,4,1,5,4822,1,0,-1
"536",229678093384755,3,4,3,"Switzerland",3,2,3,3,NA,3,422,1,0,0
"537",229678093386810,3,48,4,"Switzerland",3,2,30,3,NA,3,48,1,1,0
"538",229678093404309,2,4,4,"Switzerland",3,2,20,3,NA,5,4,1,-1,-1
"539",229678093404311,4,8,4,"Switzerland",4,2,5,2,15,3,48,1,1,0
"540",229678093412574,1,4,6,"Switzerland",1,2,35,2,45,6,11,1,0,0
"541",229678093414635,2,489,5,"Switzerland",2,2,26,2,30,6,4822,1,-1,0
"542",229678093415665,4,3468,5,"Switzerland",4,2,22,2,18,6,348,1,-1,0
"543",229678093430898,3,4,5,"Switzerland",3,2,10,2,12,5,48,1,0,0
"544",229678093431930,4,34,6,"Switzerland",3,2,25,2,100,5,822,1,1,1
"545",229678093431933,2,348,2,"Switzerland",2,2,10,2,15,5,34822,1,-3,0
"546",229678093435043,3,3489,4,"Switzerland",3,2,10,2,10,4,34822,1,0,0
"547",229678093438137,1,49,6,"Switzerland",1,2,40,2,35,6,4822,1,0,0
"548",229678093439181,4,89,4,"Switzerland",4,2,20,3,NA,4,4,1,0,0
"549",229678093439187,4,48,2,"Switzerland",4,2,10,2,70,4,8,1,-2,0
"550",229678093440221,3,348,5,"Switzerland",4,2,30,2,5,5,34822,1,0,-1
"551",229678093440224,2,48,5,"Switzerland",2,2,20,2,20,5,48,1,0,0
"552",229758201742380,3,11,6,"Germany",3,2,5,2,5,5,34,1,1,0
"553",229758453882067,4,48,6,"Switzerland",4,2,15,2,20,5,482210,1,1,0
"554",229758453883093,3,348,5,"Switzerland",3,2,15,2,30,5,822,1,0,0
"555",229758453888227,2,348,5,"Switzerland",2,2,32,2,27,5,48,1,0,0
"556",229758453932074,3,345689,5,"Switzerland",3,2,7,3,NA,4,48922,1,1,0
"557",229758453977189,3,389,5,"Switzerland",2,3,NA,4,33,4,3489,1,1,1
"558",229758454067427,3,348,4,"Switzerland",2,2,2,3,NA,6,11,1,-2,1
"559",229758454074603,3,348,4,"Switzerland",3,3,NA,3,NA,5,4822,1,-1,0
"560",229758454221926,2,348,5,"Switzerland",2,2,30,2,30,6,422,1,-1,0
"561",229758454231173,1,348,5,"Switzerland",1,2,25,2,25,6,48,1,-1,0
"562",229758454236304,2,48,5,"Switzerland",2,2,17,2,35,5,34822,1,0,0
"563",229855351959799,2,4,6,"Germany",1,2,20,2,20,6,4,1,0,1
"564",229855351994462,3,89,6,"Germany",4,4,30,3,NA,4,208,1,2,-1
"565",229855351994463,2,3489,6,"Germany",3,2,15,2,15,4,3202148922,1,2,-1
"566",229855351995491,2,348,6,"Germany",3,2,20,2,20,6,34822,1,0,-1
"567",229855351995492,3,349,4,"Germany",2,2,30,4,20,5,3204,1,-1,1
"568",229855352002681,4,11,5,"Germany",2,2,50,2,90,5,34,1,0,2
"569",229855352005760,4,48,6,"Germany",3,2,40,2,50,6,4822,1,0,1
"570",229855352032472,4,4,4,"Germany",3,2,20,2,5,3,34,1,1,1
"571",229855352035555,3,4,4,"Germany",3,3,NA,3,NA,3,11,1,1,0
"572",229855352039662,3,4,6,"Germany",4,2,80,3,NA,5,11,1,1,-1
"573",229855352053806,2,3489,6,"Germany",3,3,NA,4,10,5,32148922,1,1,-1
"574",229855352055869,4,34,4,"Germany",3,3,NA,3,NA,3,3214,1,1,1
"575",229855352122461,2,3489,6,"Germany",2,2,50,2,50,6,32048922,1,0,0
"576",229855352122474,3,3489,6,"Germany",3,2,90,2,90,4,348,1,2,0
"577",229855352125597,3,11,6,"Germany",2,2,10,2,20,6,11,1,0,1
"578",229855352130794,3,49,5,"Germany",3,2,80,2,100,6,2049,1,-1,0
"579",229855352130795,3,3489,6,"Germany",4,2,12,2,12,5,4822,1,1,-1
"580",229937962964147,3,48,5,"Switzerland",2,2,28,2,30,4,489,1,1,1
"581",229937962990809,3,48,5,"Switzerland",3,2,30,2,10,4,4822,1,1,0
"582",229937963021321,3,8,4,"Switzerland",4,2,20,2,10,4,348,1,0,-1
"583",229937963061289,1,69,6,"Switzerland",2,2,20,2,25,6,8922,1,0,-1
"584",229937963133014,3,4810,5,"Switzerland",3,2,15,2,20,6,11,1,-1,0
"585",229937963154540,2,8,2,"Switzerland",2,2,20,2,20,4,810,1,-2,0
"586",229937963228341,3,48,4,"Switzerland",3,2,20,2,20,4,48,1,0,0
"587",229937963274473,2,348,5,"Switzerland",3,2,20,2,100,5,3482210,1,0,-1
"588",229937963303953,3,11,5,"Switzerland",4,2,30,2,30,2,48910,1,3,-1
"589",229937963317277,2,48,5,"Switzerland",1,2,10,2,42,6,4822,1,-1,1
"590",229937963343935,3,34568,5,"Switzerland",3,2,15,2,10,6,34822,1,-1,0
"591",229937963356233,3,48,6,"Switzerland",1,2,25,3,NA,6,48922,1,0,2
"592",229937963399296,3,48,4,"Switzerland",3,2,15,2,10,5,4822,1,-1,0
"593",229937963436224,2,34568,5,"Switzerland",3,2,2,2,1,4,22,1,1,-1
"594",229937963517143,2,34,1,"Switzerland",2,3,NA,4,10,3,348922,1,-2,0
"595",230296024624230,2,348,4,"Switzerland",3,2,5,2,5,6,48,1,-2,-1
"596",230296025033849,4,11,2,"Switzerland",3,2,12,2,10,4,8,1,-2,1
"597",230296025094160,3,4,5,"Switzerland",3,2,2,2,2,6,4,1,-1,0
"598",230296025238534,3,89,2,"Switzerland",3,2,2,2,5,3,892210,1,-1,0
"599",230296025317508,2,348,3,"Switzerland",3,2,100,2,100,5,4,1,-2,-1
"600",230469411954784,4,348,3,"Switzerland",3,3,NA,4,4,3,34822,1,0,1
"601",230469411956853,3,34568,4,"Switzerland",3,2,10,2,30,2,11,1,2,0
"602",230469411957892,3,489,5,"Switzerland",3,2,10,4,20,5,4822,1,0,0
"603",230469411958921,3,48,5,"Switzerland",3,2,10,2,20,4,4822,1,1,0
"604",230469411962007,4,34,3,"Switzerland",4,2,35,2,25,3,348,1,0,0
"605",230469411964067,1,489,6,"Switzerland",2,2,15,2,10,5,348922,1,1,-1
"606",230469411967151,3,4,4,"Switzerland",3,2,6,2,5,4,4,1,0,0
"607",230469411984631,2,48,5,"Switzerland",2,2,100,2,15,6,4,1,-1,0
"608",230469411989522,3,48,5,"Switzerland",3,3,NA,3,NA,3,8,1,2,0
"609",230469412011106,4,489,4,"Switzerland",4,3,NA,3,NA,3,11,1,1,0
